9.756000000000000000e+03 5.000000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 5.100000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 5.200000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 5.300000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 5.400000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 5.500000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 5.600000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 5.700000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 5.800000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 5.900000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 6.000000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 6.100000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 6.200000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 6.300000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 6.400000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 6.500000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 6.600000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 6.700000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 6.800000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 6.900000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 7.000000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 7.100000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 7.200000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 7.300000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 7.400000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 7.500000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 7.600000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 7.700000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 7.800000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 7.900000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 8.000000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 8.100000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 8.200000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 8.300000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 8.400000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 8.500000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 8.600000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 8.700000000000000000e+01 4.098360655737705131e-03
9.756000000000000000e+03 8.800000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 8.900000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 9.000000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 9.100000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 9.200000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 9.300000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 9.400000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 9.500000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 9.600000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 9.700000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 9.800000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 9.900000000000000000e+01 0.000000000000000000e+00
9.756000000000000000e+03 1.000000000000000000e+02 0.000000000000000000e+00
9.766000000000000000e+03 5.000000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 5.100000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 5.200000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 5.300000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 5.400000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 5.500000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 5.600000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 5.700000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 5.800000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 5.900000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 6.000000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 6.100000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 6.200000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 6.300000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 6.400000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 6.500000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 6.600000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 6.700000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 6.800000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 6.900000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 7.000000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 7.100000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 7.200000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 7.300000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 7.400000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 7.500000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 7.600000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 7.700000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 7.800000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 7.900000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 8.000000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 8.100000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 8.200000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 8.300000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 8.400000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 8.500000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 8.600000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 8.700000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 8.800000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 8.900000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 9.000000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 9.100000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 9.200000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 9.300000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 9.400000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 9.500000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 9.600000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 9.700000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 9.800000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 9.900000000000000000e+01 0.000000000000000000e+00
9.766000000000000000e+03 1.000000000000000000e+02 0.000000000000000000e+00
9.776000000000000000e+03 5.000000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 5.100000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 5.200000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 5.300000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 5.400000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 5.500000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 5.600000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 5.700000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 5.800000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 5.900000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 6.000000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 6.100000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 6.200000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 6.300000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 6.400000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 6.500000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 6.600000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 6.700000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 6.800000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 6.900000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 7.000000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 7.100000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 7.200000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 7.300000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 7.400000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 7.500000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 7.600000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 7.700000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 7.800000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 7.900000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 8.000000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 8.100000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 8.200000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 8.300000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 8.400000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 8.500000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 8.600000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 8.700000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 8.800000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 8.900000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 9.000000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 9.100000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 9.200000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 9.300000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 9.400000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 9.500000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 9.600000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 9.700000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 9.800000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 9.900000000000000000e+01 0.000000000000000000e+00
9.776000000000000000e+03 1.000000000000000000e+02 0.000000000000000000e+00
9.786000000000000000e+03 5.000000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 5.100000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 5.200000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 5.300000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 5.400000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 5.500000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 5.600000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 5.700000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 5.800000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 5.900000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 6.000000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 6.100000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 6.200000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 6.300000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 6.400000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 6.500000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 6.600000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 6.700000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 6.800000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 6.900000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 7.000000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 7.100000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 7.200000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 7.300000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 7.400000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 7.500000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 7.600000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 7.700000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 7.800000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 7.900000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 8.000000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 8.100000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 8.200000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 8.300000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 8.400000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 8.500000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 8.600000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 8.700000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 8.800000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 8.900000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 9.000000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 9.100000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 9.200000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 9.300000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 9.400000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 9.500000000000000000e+01 0.000000000000000000e+00
9.786000000000000000e+03 9.600000000000000000e+01 0.000000000000000000e+00
